,path,label,method,duration,tester_id
61,wav2lip_data/video/h264_test/c9V6OKlY80k/3_t273_t227.mp4,1,3,1.46,0
62,wav2lip_data/video/h264_test/zWxFhFZJDks/3_27620_21382.mp4,1,3,2.91,0
63,wav2lip_data/video/h264_test/SsqlpgMKjyU/3_t944_t590.mp4,1,3,1.22,0
64,wav2lip_data/video/h264_test/KoXdjyJyxbE/4_14370_14358.mp4,1,4,2.27,0
65,wav2lip_data/video/h264_test/YzGjO5aHShQ/4_t1234_t1231.mp4,1,4,6.47,0
66,wav2lip_data/video/h264_test/eVFYhbHpfqU/0_t345_t345.mp4,0,0,2.42,0
67,wav2lip_data/video/h264_test/unSnvLgyf3o/2_23148_23149.mp4,1,2,1.56,0
68,wav2lip_data/video/h264_test/CpaFX6Ei0nU/2_7376_7370.mp4,1,2,3.93,0
69,wav2lip_data/video/h264_test/ZJNESMhIxQ0/2_t1241_t1261.mp4,1,2,5.78,0
70,wav2lip_data/video/h264_test/PYjWLqEScfE/2_18850_18853.mp4,1,2,1.11,0
71,wav2lip_data/video/h264_test/NtOoDN0ojxo/2_17126_17140.mp4,1,2,2.29,0
72,wav2lip_data/video/h264_test/emeEpzkf044/2_8969_8966.mp4,1,2,1.16,0
73,wav2lip_data/video/h264_test/fscaRh2OtXk/2_t393_t391.mp4,1,2,1.75,0
74,wav2lip_data/video/h264_test/iPE2SiCCo0w/2_t505_t508.mp4,1,2,0.84,0
75,wav2lip_data/video/h264_test/8vNIrPeRGlM/2_t183_t187.mp4,1,2,3.94,0
76,wav2lip_data/video/h264_test/TGZMSmcuiXM/4_t994_t996.mp4,1,4,1.58,0
77,wav2lip_data/video/h264_test/DsrxbqFo41k/3_t314_t444.mp4,1,3,1.64,0
78,wav2lip_data/video/h264_test/3TXSNu5wTS8/0_1648_1648.mp4,0,0,2.3,0
79,wav2lip_data/video/h264_test/FcmSmAwPkxg/0_t363_t363.mp4,0,0,2.18,0
80,wav2lip_data/video/h264_test/PL9wP3pAl7A/2_18577_18578.mp4,1,2,3.64,0
81,wav2lip_data/video/h264_test/DjeIpjhAqsM/1_t307_t226.mp4,1,1,1.62,0
82,wav2lip_data/video/h264_test/dYNc3P4jSt4/0_t318_t318.mp4,0,0,2.5,0
83,wav2lip_data/video/h264_test/ZJNESMhIxQ0/4_t1243_t1253.mp4,1,4,3.03,0
84,wav2lip_data/video/h264_test/vMwPTI54rqQ/2_24153_24166.mp4,1,2,2.66,0
85,wav2lip_data/video/h264_test/6fJRmouSDL4/0_2865_2865.mp4,0,0,3.22,0
86,wav2lip_data/video/h264_test/S6BLFdBfgfU/3_20607_9052.mp4,1,3,1.26,0
87,wav2lip_data/video/h264_test/eMSonXncSjA/4_8985_8975.mp4,1,4,5.26,0
88,wav2lip_data/video/h264_test/IHyR7p6Shn0/2_12528_12529.mp4,1,2,2.07,0
89,wav2lip_data/video/h264_test/J8FyHI00ELY/2_t527_t525.mp4,1,2,1.46,0
90,wav2lip_data/video/h264_test/7Iv2nZnZOrM/4_3365_3372.mp4,1,4,2.12,0
91,wav2lip_data/video/h264_test/LIy2oVJtJsA/0_t628_t628.mp4,0,0,1.94,0
92,wav2lip_data/video/h264_test/s0YjL9rZyR0/2_t885_t882.mp4,1,2,1.02,0
93,wav2lip_data/video/h264_test/FxtSMZKMdes/0_t399_t399.mp4,0,0,2.94,0
94,wav2lip_data/video/h264_test/cHRZ6OrSvvI/3_t280_t600.mp4,1,3,3.91,0
95,wav2lip_data/video/h264_test/Sa27SUR0Mlo/0_t901_t901.mp4,0,0,5.34,0
96,wav2lip_data/video/h264_test/mSHBma0Ithk/3_t665_t449.mp4,1,3,1.64,0
97,wav2lip_data/video/h264_test/ZBg5QvcZQP8/2_26991_27005.mp4,1,2,2.53,0
98,wav2lip_data/video/h264_test/BImnT7lcLDE/3_t248_t1092.mp4,1,3,1.85,0
99,wav2lip_data/video/h264_test/55yGmKc6WfE/1_t99_t1103.mp4,1,1,3.74,0
100,wav2lip_data/video/h264_test/KPNn880KWfU/1_t581_t761.mp4,1,1,1.59,0
101,wav2lip_data/video/h264_test/TScetimMBL8/1_t1008_t346.mp4,1,1,1.19,0
102,wav2lip_data/video/h264_test/e450FJaS3no/3_8729_1332.mp4,1,3,4.2,0
103,wav2lip_data/video/h264_test/c2tOp7OxyQ8/0_6807_6807.mp4,0,0,1.86,0
104,wav2lip_data/video/h264_test/J6oMG7u9HGE/4_13170_13168.mp4,1,4,2.14,0
105,wav2lip_data/video/h264_test/hiIcwt88o94/4_t472_t471.mp4,1,4,2.42,0
106,wav2lip_data/video/h264_test/VAJS5J21Rd0/1_t1103_t367.mp4,1,1,2.21,0
107,wav2lip_data/video/h264_test/U6PoUg7jXsA/3_t1018_t203.mp4,1,3,1.39,0
108,wav2lip_data/video/h264_test/ts9JpM0gHMU/1_22463_25830.mp4,1,1,1.93,0
109,wav2lip_data/video/h264_test/5aH2Ppjpcho/1_2309_26944.mp4,1,1,5.41,0
110,wav2lip_data/video/h264_test/qKlzdSH2X9w/0_19340_19340.mp4,0,0,3.1,0
111,wav2lip_data/video/h264_test/zISxg4JhSRk/0_27201_27201.mp4,0,0,6.18,0
112,wav2lip_data/video/h264_test/HpiZTvlWx2g/0_11863_11863.mp4,0,0,5.26,0
113,wav2lip_data/video/h264_test/FD6CqD1kV8s/2_t369_t372.mp4,1,2,1.86,0
114,wav2lip_data/video/h264_test/aqhzFd4NUPI/2_5284_5283.mp4,1,2,0.89,0
115,wav2lip_data/video/h264_test/6k8YBJ5sgko/4_2921_2918.mp4,1,4,5.13,0
116,wav2lip_data/video/h264_test/IeblJdB2SVo/0_12406_12406.mp4,0,0,0.94,0
117,wav2lip_data/video/h264_test/o1Z4F4e2Bw4/2_t724_t723.mp4,1,2,2.54,0
118,wav2lip_data/video/h264_test/95ovIJ3dsNk/2_t192_t195.mp4,1,2,3.5,0
119,wav2lip_data/video/h264_test/gh5VhaicC6g/2_10609_10626.mp4,1,2,5.96,0
120,wav2lip_data/video/h264_test/gCWeVYCcKXw/0_10477_10477.mp4,0,0,1.46,0
121,wav2lip_data/video/h264_test/C8QCStOtqus/0_6913_6913.mp4,0,0,5.94,0
122,wav2lip_data/video/h264_test/N4wFyRGilp4/4_16587_16589.mp4,1,4,2.15,0
123,wav2lip_data/video/h264_test/uL5XUwfkxZw/2_t1051_t1058.mp4,1,2,2.19,0
124,wav2lip_data/video/h264_test/cswhOCKQZ7Q/0_7563_7563.mp4,0,0,5.86,0
125,wav2lip_data/video/h264_test/GAMR5RDSLJo/3_t408_t225.mp4,1,3,1.34,0
126,wav2lip_data/video/h264_test/psN1DORYYV0/4_t795_t798.mp4,1,4,0.99,0
127,wav2lip_data/video/h264_test/cXQrbxD9SNg/0_7753_7753.mp4,0,0,5.22,0
128,wav2lip_data/video/h264_test/nx3GuO41Jyg/4_17249_17242.mp4,1,4,1.37,0
129,wav2lip_data/video/h264_test/JSSc7hYKstI/3_t568_t243.mp4,1,3,6.04,0
130,wav2lip_data/video/h264_test/dOt4NkcmIUg/3_8269_8073.mp4,1,3,5.88,0
131,wav2lip_data/video/h264_test/LEx6K4P4GJc/4_t603_t604.mp4,1,4,1.31,0
132,wav2lip_data/video/h264_test/nG3vB2CuSjM/3_t702_t1214.mp4,1,3,0.58,0
133,wav2lip_data/video/h264_test/ZzugJPASNB8/0_27683_27683.mp4,0,0,1.38,0
134,wav2lip_data/video/h264_test/iyfdWsa1zns/0_13075_13075.mp4,0,0,5.9,0
135,wav2lip_data/video/h264_test/aIcwIH1vZ9w/1_5045_9745.mp4,1,1,1.28,0
136,wav2lip_data/video/h264_test/Qm172DbaSbc/3_19378_13440.mp4,1,3,2.15,0
137,wav2lip_data/video/h264_test/BSxI3YxAPW4/1_6493_26944.mp4,1,1,5.41,0
138,wav2lip_data/video/h264_test/Li4S1yyrsTI/2_t611_t613.mp4,1,2,2.97,0
139,wav2lip_data/video/h264_test/z5aAJGNSRHs/2_26886_26883.mp4,1,2,5.83,0
140,wav2lip_data/video/h264_test/nCg2NcGYu34/1_t701_t567.mp4,1,1,2.48,0
141,wav2lip_data/video/h264_test/JD4O7ama3o8/3_13317_2695.mp4,1,3,5.84,0
142,wav2lip_data/video/h264_test/sNV4yIyXXX0/0_21374_21374.mp4,0,0,2.5,0
143,wav2lip_data/video/h264_test/7gXq1ml6B1E/0_t135_t135.mp4,0,0,2.06,0
144,wav2lip_data/video/h264_test/bVV2Zk88beY/3_6606_12646.mp4,1,3,6.16,0
145,wav2lip_data/video/h264_test/wG4RnDNWtJo/1_t1150_t1096.mp4,1,1,2.85,0
146,wav2lip_data/video/h264_test/GZadCj8O1S0/0_t451_t451.mp4,0,0,1.66,0
147,wav2lip_data/video/h264_test/FmpIMt95ndU/0_t385_t385.mp4,0,0,2.02,0
148,wav2lip_data/video/h264_test/MNuOmTQdFjA/0_t661_t661.mp4,0,0,2.06,0
149,wav2lip_data/video/h264_test/9uOMectkCCs/0_t210_t210.mp4,0,0,1.46,0
150,wav2lip_data/video/h264_test/AsSd2nmoKNA/3_t236_t1233.mp4,1,3,1.19,0
151,wav2lip_data/video/h264_test/8VwTZFYSfvw/0_t189_t189.mp4,0,0,1.98,0
152,wav2lip_data/video/h264_test/VsjTVGIw4z8/1_t1126_t197.mp4,1,1,1.69,0
153,wav2lip_data/video/h264_test/XNbaR54Gpj4/0_t1194_t1194.mp4,0,0,1.46,0
154,wav2lip_data/video/h264_test/LYCKzpXEW6E/3_t638_t893.mp4,1,3,1.64,0
155,wav2lip_data/video/h264_test/SF242mxtZN8/3_21002_12344.mp4,1,3,6.49,0
156,wav2lip_data/video/h264_test/jPf0LjZAS14/4_t553_t558.mp4,1,4,2.04,0
157,wav2lip_data/video/h264_test/M3mnUMmUAHQ/1_15581_20680.mp4,1,1,3.84,0
158,wav2lip_data/video/h264_test/48xS00Iy0ac/0_t89_t89.mp4,0,0,2.54,0
159,wav2lip_data/video/h264_test/QekbuidfQKo/4_19082_19123.mp4,1,4,4.15,0
160,wav2lip_data/video/h264_test/55yGmKc6WfE/3_t99_t1103.mp4,1,3,3.74,1
161,wav2lip_data/video/h264_test/mSHBma0Ithk/4_t663_t664.mp4,1,4,1.94,1
162,wav2lip_data/video/h264_test/P4pKrxVcvJc/1_18212_9878.mp4,1,1,6.53,1
163,wav2lip_data/video/h264_test/bSiGZPtWXzE/1_6427_13918.mp4,1,1,3.37,1
164,wav2lip_data/video/h264_test/hFgPtuzgw4o/0_11631_11631.mp4,0,0,1.94,1
165,wav2lip_data/video/h264_test/vhVWzkbAW4I/1_t1112_t873.mp4,1,1,1.43,1
166,wav2lip_data/video/h264_test/KvvjDOtS2sw/1_t588_t1054.mp4,1,1,0.86,1
167,wav2lip_data/video/h264_test/ZBg5QvcZQP8/4_26991_27005.mp4,1,4,2.53,1
168,wav2lip_data/video/h264_test/BImnT7lcLDE/4_t249_t252.mp4,1,4,2.1,1
169,wav2lip_data/video/h264_test/qsJYrwzfd6w/4_t826_t825.mp4,1,4,1.74,1
170,wav2lip_data/video/h264_test/bmFhWr693is/0_6145_6145.mp4,0,0,2.54,1
171,wav2lip_data/video/h264_test/aupPrDnhrKA/2_t238_t237.mp4,1,2,1.35,1
172,wav2lip_data/video/h264_test/VsjTVGIw4z8/2_t1124_t1128.mp4,1,2,1.23,1
173,wav2lip_data/video/h264_test/QekbuidfQKo/4_19080_19119.mp4,1,4,2.0,1
174,wav2lip_data/video/h264_test/IS4IK8CiLg8/1_t511_t693.mp4,1,1,3.15,1
175,wav2lip_data/video/h264_test/zuAj2F54bdo/1_27493_21980.mp4,1,1,1.44,1
176,wav2lip_data/video/h264_test/cmpu58yv8Sg/0_t288_t288.mp4,0,0,1.22,1
177,wav2lip_data/video/h264_test/IHyR7p6Shn0/2_12504_12494.mp4,1,2,4.04,1
178,wav2lip_data/video/h264_test/J8FyHI00ELY/3_t529_t792.mp4,1,3,2.04,1
179,wav2lip_data/video/h264_test/7ZymFMmpOa0/2_t159_t160.mp4,1,2,2.06,1
180,wav2lip_data/video/h264_test/7Iv2nZnZOrM/4_3366_3367.mp4,1,4,2.56,1
181,wav2lip_data/video/h264_test/oPpE0AGqFuk/0_17924_17924.mp4,0,0,1.62,1
182,wav2lip_data/video/h264_test/LYCKzpXEW6E/3_t639_t893.mp4,1,3,1.64,1
183,wav2lip_data/video/h264_test/zISxg4JhSRk/0_27206_27206.mp4,0,0,6.18,1
184,wav2lip_data/video/h264_test/LIy2oVJtJsA/0_t627_t627.mp4,0,0,1.26,1
185,wav2lip_data/video/h264_test/95ovIJ3dsNk/4_t192_t195.mp4,1,4,3.5,1
186,wav2lip_data/video/h264_test/9XFeW9dgyIs/1_4553_4287.mp4,1,1,4.95,1
187,wav2lip_data/video/h264_test/RaSlxoAUP5c/4_t840_t841.mp4,1,4,2.35,1
188,wav2lip_data/video/h264_test/9uOMectkCCs/2_t211_t208.mp4,1,2,2.45,1
189,wav2lip_data/video/h264_test/s0YjL9rZyR0/2_t881_t884.mp4,1,2,1.67,1
190,wav2lip_data/video/h264_test/FxtSMZKMdes/0_t400_t400.mp4,0,0,5.9,1
191,wav2lip_data/video/h264_test/o1abyP4zfGg/4_17383_17381.mp4,1,4,1.28,1
192,wav2lip_data/video/h264_test/Sa27SUR0Mlo/0_t898_t898.mp4,0,0,1.94,1
193,wav2lip_data/video/h264_test/8C2t8P809x8/1_3885_7684.mp4,1,1,6.04,1
194,wav2lip_data/video/h264_test/bHLgTUV0XWI/2_6043_6044.mp4,1,2,2.34,1
195,wav2lip_data/video/h264_test/yxC30tEjZk8/0_26795_26795.mp4,0,0,1.38,1
196,wav2lip_data/video/h264_test/KoXdjyJyxbE/4_14373_14375.mp4,1,4,5.88,1
197,wav2lip_data/video/h264_test/PzSw6OsEP9Q/1_18886_11542.mp4,1,1,3.89,1
198,wav2lip_data/video/h264_test/eVFYhbHpfqU/2_t347_t350.mp4,1,2,0.84,1
199,wav2lip_data/video/h264_test/unSnvLgyf3o/4_23148_23149.mp4,1,4,1.56,1
200,wav2lip_data/video/h264_test/aZWxtQ19JsE/1_5603_21382.mp4,1,1,3.91,1
201,wav2lip_data/video/h264_test/m6X1i8khmt8/0_t644_t644.mp4,0,0,2.26,1
202,wav2lip_data/video/h264_test/CpaFX6Ei0nU/3_7375_21628.mp4,1,3,2.62,1
203,wav2lip_data/video/h264_test/PYjWLqEScfE/4_18850_18853.mp4,1,4,1.11,1
204,wav2lip_data/video/h264_test/BMdMSmtTgD0/1_6127_19370.mp4,1,1,1.23,1
205,wav2lip_data/video/h264_test/dYNc3P4jSt4/0_t319_t319.mp4,0,0,2.54,1
206,wav2lip_data/video/h264_test/NtOoDN0ojxo/4_17126_17140.mp4,1,4,2.29,1
207,wav2lip_data/video/h264_test/FcoJt2KLC9k/0_9656_9656.mp4,0,0,3.46,1
208,wav2lip_data/video/h264_test/emeEpzkf044/4_8969_8966.mp4,1,4,1.16,1
209,wav2lip_data/video/h264_test/fscaRh2OtXk/4_t393_t391.mp4,1,4,1.75,1
210,wav2lip_data/video/h264_test/iPE2SiCCo0w/2_t499_t500.mp4,1,2,1.15,1
211,wav2lip_data/video/h264_test/8vNIrPeRGlM/2_t186_t185.mp4,1,2,3.46,1
212,wav2lip_data/video/h264_test/TGZMSmcuiXM/4_t991_t995.mp4,1,4,1.03,1
213,wav2lip_data/video/h264_test/s2F41IQSPGE/2_20515_20512.mp4,1,2,6.12,1
214,wav2lip_data/video/h264_test/3TXSNu5wTS8/0_1649_1649.mp4,0,0,4.42,1
215,wav2lip_data/video/h264_test/FcmSmAwPkxg/0_t364_t364.mp4,0,0,4.38,1
216,wav2lip_data/video/h264_test/4AYE3w5TWHs/1_t92_t534.mp4,1,1,1.02,1
217,wav2lip_data/video/h264_test/PL9wP3pAl7A/4_18577_18578.mp4,1,4,3.64,1
218,wav2lip_data/video/h264_test/E22icGCvGXk/1_t327_t977.mp4,1,1,0.95,1
219,wav2lip_data/video/h264_test/DjeIpjhAqsM/3_t307_t226.mp4,1,3,1.62,1
220,wav2lip_data/video/h264_test/ONM4JupBzSE/1_t741_t225.mp4,1,1,1.2,1
221,wav2lip_data/video/h264_test/XESFPEFpHt4/0_t1172_t1172.mp4,0,0,1.1,1
222,wav2lip_data/video/h264_test/7gkdzkVbuVA/0_t133_t133.mp4,0,0,2.06,1
223,wav2lip_data/video/h264_test/hVsnkRoYfX0/1_12038_3551.mp4,1,1,2.14,1
224,wav2lip_data/video/h264_test/TScetimMBL8/1_t1005_t551.mp4,1,1,3.66,1
225,wav2lip_data/video/h264_test/z5aAJGNSRHs/4_26886_26883.mp4,1,4,5.83,1
226,wav2lip_data/video/h264_test/ZVS5I2RMTGM/1_27550_15044.mp4,1,1,3.88,1
227,wav2lip_data/video/h264_test/zwjLQgNd7XM/2_27584_27582.mp4,1,2,2.68,1
228,wav2lip_data/video/h264_test/XS3m37czBfk/2_25847_25863.mp4,1,2,6.39,1
229,wav2lip_data/video/h264_test/c2tOp7OxyQ8/0_6808_6808.mp4,0,0,2.66,1
230,wav2lip_data/video/h264_test/xp0O2vi8DX4/1_25737_4552.mp4,1,1,6.26,1
231,wav2lip_data/video/h264_test/aqhzFd4NUPI/2_5285_5277.mp4,1,2,2.05,1
232,wav2lip_data/video/h264_test/V2DgJBx3cyA/1_23685_11284.mp4,1,1,6.06,1
233,wav2lip_data/video/h264_test/FpHPVrsEkYY/0_9940_9940.mp4,0,0,2.74,1
234,wav2lip_data/video/h264_test/J6oMG7u9HGE/4_13171_13141.mp4,1,4,5.45,1
235,wav2lip_data/video/h264_test/OLHh9E5ilZ4/0_17782_17782.mp4,0,0,2.1,1
236,wav2lip_data/video/h264_test/VAJS5J21Rd0/2_t1100_t1099.mp4,1,2,1.63,1
237,wav2lip_data/video/h264_test/EszGIvRdgTE/0_9197_9197.mp4,0,0,6.02,1
238,wav2lip_data/video/h264_test/U6PoUg7jXsA/4_t1020_t1019.mp4,1,4,1.52,1
239,wav2lip_data/video/h264_test/nLotSkXFSUg/1_16962_5330.mp4,1,1,1.55,1
240,wav2lip_data/video/h264_test/ts9JpM0gHMU/2_22467_22466.mp4,1,2,2.36,1
241,wav2lip_data/video/h264_test/P9YbrVFoX0Q/0_18350_18350.mp4,0,0,1.86,1
242,wav2lip_data/video/h264_test/A9kQBAH1nK4/1_4743_14938.mp4,1,1,1.47,1
243,wav2lip_data/video/h264_test/GAMR5RDSLJo/3_t407_t386.mp4,1,3,1.21,1
244,wav2lip_data/video/h264_test/5aH2Ppjpcho/3_2309_26944.mp4,1,3,5.41,1
245,wav2lip_data/video/h264_test/6fJRmouSDL4/0_2866_2866.mp4,0,0,5.9,1
246,wav2lip_data/video/h264_test/vMwPTI54rqQ/4_24153_24166.mp4,1,4,2.66,1
247,wav2lip_data/video/h264_test/ZJNESMhIxQ0/2_t1243_t1253.mp4,1,2,3.03,1
248,wav2lip_data/video/h264_test/acJscdoP2a4/0_4851_4851.mp4,0,0,1.14,1
249,wav2lip_data/video/h264_test/KPNn880KWfU/3_t581_t761.mp4,1,3,1.59,1
250,wav2lip_data/video/h264_test/Ht2fzax9wV0/2_t483_t482.mp4,1,2,1.78,1
251,wav2lip_data/video/h264_test/5K57kcs15DY/2_2469_2463.mp4,1,2,5.86,1
252,wav2lip_data/video/h264_test/NJ9Iq7ReMDs/2_16926_16925.mp4,1,2,6.57,1
253,wav2lip_data/video/h264_test/1yVdhRyTxaM/2_830_829.mp4,1,2,1.58,1
254,wav2lip_data/video/h264_test/shG0ezBeeJc/1_t923_t590.mp4,1,1,1.22,1
255,wav2lip_data/video/h264_test/QISHX5UKky0/3_19304_14674.mp4,1,3,1.26,1
256,wav2lip_data/video/h264_test/HSercnrqeN4/4_t481_t480.mp4,1,4,1.11,1
257,wav2lip_data/video/h264_test/nCg2NcGYu34/1_t697_t378.mp4,1,1,2.14,1
258,wav2lip_data/video/h264_test/UAj1hsXp18c/4_t1032_t1031.mp4,1,4,2.08,1
259,wav2lip_data/video/h264_test/xTkKSJSqUSI/2_t1198_t1197.mp4,1,2,3.01,1
260,wav2lip_data/video/h264_test/xTkKSJSqUSI/0_t1206_t1206.mp4,0,0,2.78,1
261,wav2lip_data/video/h264_test/UxLRv0FEndM/4_23552_23559.mp4,1,4,1.31,1
262,wav2lip_data/video/h264_test/uL5XUwfkxZw/2_t1057_t1056.mp4,1,2,1.94,1
263,wav2lip_data/video/h264_test/S6ufvYWTqQ0/2_t891_t892.mp4,1,2,1.61,1
264,wav2lip_data/video/h264_test/m0ZPM5I1tTg/3_15524_17586.mp4,1,3,3.81,1
265,wav2lip_data/video/h264_test/aeVtSWlH1qY/1_4931_14187.mp4,1,1,1.9,1
266,wav2lip_data/video/h264_test/mc0vhSseGk4/3_t647_t537.mp4,1,3,3.19,1
267,wav2lip_data/video/h264_test/PrK0CifulU0/2_t778_t779.mp4,1,2,2.6,1
268,wav2lip_data/video/h264_test/FD6CqD1kV8s/4_t369_t372.mp4,1,4,1.86,1
269,wav2lip_data/video/h264_test/BSxI3YxAPW4/3_6493_26944.mp4,1,3,5.41,1
270,wav2lip_data/video/h264_test/18uDutylDa4/1_t20_t812.mp4,1,1,1.62,1
271,wav2lip_data/video/h264_test/Li4S1yyrsTI/2_t607_t615.mp4,1,2,1.31,1
272,wav2lip_data/video/h264_test/l5d8GW6GdR0/2_14763_14755.mp4,1,2,4.42,1
273,wav2lip_data/video/h264_test/bLGTrz1Zolk/4_6093_6102.mp4,1,4,2.34,1
274,wav2lip_data/video/h264_test/YAV96XSdMQo/2_26256_26245.mp4,1,2,1.5,1
